length_url,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,status,url_numeric_domain,url_numeric_path_length,url_numeric_num_subdomains,url_numeric_has_ip,url_numeric_has_special_chars
54,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,973,21,1,0,1
46,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6278,20,1,1,0
51,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1166,26,1,0,1
41,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,4168,16,0,0,0
26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7577,1,1,0,0
49,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1386,16,1,0,0
48,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,6510,21,1,0,0
23,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1034,8,0,0,0
29,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4227,0,1,0,0
33,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,7696,4,1,0,0
49,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2285,1,3,1,0
35,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4222,7,0,0,0
38,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2992,1,2,0,0
35,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7410,10,1,1,0
44,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2028,12,1,1,0
40,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7428,15,1,0,0
39,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,7113,5,1,0,0
133,10,2,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4099,1,8,1,0
96,3,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5226,69,1,0,1
77,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,3442,47,0,0,0
43,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,2086,15,1,1,0
77,2,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,7793,55,1,0,1
82,1,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,2833,60,0,0,1
114,3,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,5115,81,1,0,1
84,3,4,0,0,0,0,0,2,0,3,5,0,1,0,0,0,1,1,0,0,0,5977,64,1,0,1
46,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2482,18,1,0,0
18,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1207,0,1,0,0
38,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,202,0,1,0,0
92,3,0,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,1,0,0,0,7112,69,1,0,0
360,4,13,0,1,3,0,6,13,1,4,10,0,4,0,4,0,4,0,0,0,1,3494,69,2,1,0
47,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1958,11,1,1,0
29,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3610,9,0,0,0
81,2,4,0,0,0,0,0,6,0,0,6,0,1,0,0,0,0,0,0,0,0,1995,59,1,0,1
22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6277,1,1,0,0
41,2,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2889,0,1,1,0
39,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4202,1,2,0,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7078,1,1,0,0
83,3,2,0,0,0,0,0,0,1,3,5,0,1,0,0,0,3,1,0,0,0,4559,60,1,0,1
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,8103,1,1,0,0
35,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4725,1,1,0,0
42,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,160,10,1,1,0
34,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3883,0,1,0,0
20,2,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,2673,0,1,0,0
75,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3200,34,1,0,0
42,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1582,1,1,1,0
27,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7362,1,1,0,0
33,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,161,11,1,1,0
82,2,4,0,1,1,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,1,3380,2,1,1,0
60,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5837,35,1,0,1
55,5,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,406,11,3,1,0
55,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,4867,34,1,0,0
25,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2655,1,0,0,0
52,1,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1982,30,0,0,1
29,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,652,0,1,1,0
41,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2448,1,1,0,0
46,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,921,1,3,1,0
51,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,27,1,0,0
44,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,1,7959,20,2,0,0
23,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,4121,0,1,0,0
28,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3971,13,0,0,1
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3755,1,1,0,0
26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5570,1,1,0,0
236,2,1,0,1,2,0,3,1,0,0,9,0,1,0,2,0,0,0,0,0,1,740,48,0,0,1
56,2,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6305,32,1,0,1
17,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2214,1,0,0,0
41,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3069,1,1,1,0
35,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2645,1,0,1,0
21,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3332,0,0,0,0
61,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7624,35,1,0,1
37,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2577,14,0,0,0
121,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,1,7321,19,4,0,0
34,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3656,1,3,0,0
37,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,1,6683,7,1,0,0
17,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2634,0,0,0,0
33,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1062,12,0,0,0
57,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6893,36,1,0,1
32,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2639,14,1,0,0
238,15,2,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,1,5,0,1,1288,217,1,0,1
50,5,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,4980,22,2,0,1
128,5,1,1,1,0,0,1,0,0,0,9,0,1,0,0,0,0,1,0,0,1,7530,61,1,0,1
71,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,5070,36,2,0,1
38,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,768,1,3,1,0
23,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,308,0,0,0,0
36,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3088,1,1,0,0
55,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0,0,8055,30,1,0,1
45,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3145,16,0,0,0
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7300,1,1,0,0
27,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,1634,8,0,0,0
49,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5453,27,1,0,0
36,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5534,1,1,0,0
126,3,1,0,1,0,0,1,1,0,0,13,0,1,0,0,0,0,0,1,0,1,430,81,1,0,1
24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5337,1,1,0,0
87,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,5926,63,1,1,1
145,2,2,0,1,6,0,7,1,0,0,5,0,1,0,6,0,0,0,0,0,1,8239,33,0,0,1
38,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3625,1,1,0,0
42,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6471,17,1,0,1
23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1352,1,1,0,0
47,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,6633,29,1,0,1
89,2,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5660,58,1,0,1
64,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5865,21,1,0,0
89,3,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,1,4486,61,1,0,1
60,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,0,1,4485,31,2,0,1
42,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1305,21,1,0,0
52,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7977,29,1,0,1
132,1,2,0,1,1,0,2,2,0,0,12,0,1,0,1,0,0,0,0,0,1,919,91,0,0,1
122,3,0,0,0,0,0,0,12,0,0,8,0,1,0,0,0,0,1,0,0,0,7426,102,1,0,0
74,3,2,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,1,6917,28,2,0,1
28,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,50,7,2,1,0
81,4,0,1,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,1,0,1,4387,20,1,0,0
29,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2088,1,1,0,0
110,4,5,1,0,0,0,0,0,0,1,7,0,1,0,0,0,1,1,0,0,1,4531,50,1,0,1
71,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1345,44,0,0,1
34,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2955,1,1,0,0
48,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4221,20,1,0,1
45,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7705,19,1,0,1
58,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,4803,31,1,0,0
118,3,2,0,1,0,0,1,0,0,5,7,0,1,0,0,0,0,0,1,0,1,1082,36,0,0,0
45,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2505,9,1,0,0
20,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,129,6,0,1,0
36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,940,9,0,0,0
28,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,10,1,2,1,0
13,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2800,0,0,0,0
46,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5728,21,1,0,0
64,1,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,4052,46,0,0,1
126,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,1,3701,20,3,0,0
28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5546,1,1,0,0
49,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,7683,22,1,0,1
31,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5686,1,1,0,0
40,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2491,14,0,0,0
24,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1264,1,0,0,0
73,2,0,0,0,0,0,0,3,0,0,4,0,2,0,0,0,0,0,2,0,0,964,44,1,0,0
26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5020,1,1,0,0
22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7022,1,1,0,0
65,3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,2,0,0,0,0,1,3900,16,1,0,0
35,2,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1914,1,1,0,0
28,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,8221,5,0,0,0
27,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,8003,1,1,0,0
82,2,3,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,2,0,0,5376,57,1,0,1
51,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,6572,16,1,0,0
75,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,409,41,1,0,0
23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4617,1,1,0,0
56,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7473,32,1,0,1
96,3,0,0,1,1,0,2,0,0,6,3,0,1,0,0,0,0,1,0,0,1,1133,1,0,0,0
33,2,0,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,5737,1,1,0,0
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7044,1,1,0,0
86,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5128,27,2,0,1
112,3,0,0,0,0,0,0,8,0,0,7,0,1,0,0,0,0,0,0,0,0,1799,81,1,0,0
29,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,590,0,1,1,0
33,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,4642,1,1,0,0
78,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,731,50,0,0,1
54,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7869,21,1,0,0
63,3,2,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,0,5388,44,1,0,1
126,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,1,3701,20,3,0,0
80,4,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,1,2098,52,2,1,0
28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7655,1,1,1,0
44,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,3817,1,1,0,0
116,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,5326,89,1,0,0
65,3,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,0,7123,37,1,0,1
31,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6939,1,1,0,0
126,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,1,3701,19,3,0,0
39,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3405,1,1,0,0
66,3,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,3790,39,1,0,1
31,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7668,1,1,0,0
38,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4413,1,1,0,0
47,3,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,6880,23,1,0,0
41,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7034,1,1,0,0
77,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1909,45,1,0,0
44,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,5896,16,1,0,0
36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2114,1,1,0,0
17,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,304,0,0,0,0
88,2,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,2,0,1,1742,60,1,0,0
28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6624,1,1,0,0
62,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,5087,31,1,0,0
72,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7382,42,1,0,1
113,2,0,0,1,0,0,1,2,0,0,7,0,1,0,0,0,0,0,0,0,1,1155,76,1,0,0
45,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1826,24,1,0,0
39,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,5248,14,1,0,0
23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5300,1,1,0,0
40,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,1,213,7,1,1,0
53,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6529,22,1,0,0
43,3,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,1,7854,19,1,0,1
36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,160,4,1,1,0
38,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,7968,21,1,1,1
37,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,284,9,1,0,0
128,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,1,3701,20,3,0,0
95,2,0,0,0,0,0,0,12,0,0,4,0,1,0,0,0,0,1,1,0,0,4536,73,1,0,0
89,5,1,0,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,1,3049,3,1,0,0
83,2,0,0,0,0,0,0,3,0,12,4,0,1,0,0,0,0,0,0,0,0,3269,59,1,0,0
38,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1376,19,0,0,0
36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6708,1,1,0,0
123,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,1,0,1,7321,19,4,0,0
41,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,2279,23,0,0,0
31,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,931,7,0,0,0
37,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,3869,10,1,0,0
26,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2700,5,0,0,0
21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7580,1,1,0,0
19,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3226,0,0,0,0
35,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6700,17,1,0,1
45,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,8173,1,1,0,0
41,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1749,1,1,1,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6165,1,1,0,0
51,2,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,1315,27,1,0,0
32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3101,1,1,1,0
37,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3768,16,0,0,0
40,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4919,18,1,0,1
105,5,0,1,1,0,0,1,0,0,0,7,0,1,0,0,0,0,0,1,0,1,2134,42,2,0,0
49,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,4831,25,1,0,0
45,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,42,9,1,1,0
46,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,160,13,1,1,0
33,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,7154,1,1,0,0
59,3,0,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5227,21,1,0,0
74,3,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,7382,44,1,0,1
48,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,320,25,0,0,0
56,1,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2887,38,0,0,1
62,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,562,16,1,0,1
94,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,4093,59,2,0,0
237,2,0,0,1,2,0,3,1,0,0,8,0,1,0,2,0,0,0,0,0,1,2165,49,0,0,0
33,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5985,6,1,0,0
37,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5064,1,1,0,0
127,3,4,0,1,0,0,1,2,0,0,3,0,1,0,0,0,0,0,1,0,1,2,10,1,1,0
39,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,160,7,1,1,0
29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1885,1,1,1,0
89,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,0,1,6963,58,1,0,1
51,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,580,23,1,0,0
37,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2061,14,1,0,0
87,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1687,66,0,0,1
35,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,754,15,0,0,1
39,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4171,1,1,1,0
77,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5446,47,1,0,1
89,3,2,0,0,0,0,0,3,0,0,6,0,1,0,0,0,0,1,0,0,0,6486,69,1,0,1
26,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,2968,1,1,0,0
24,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5122,1,2,0,0
55,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,4221,27,1,0,1
37,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,4682,0,2,0,0
54,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,3189,33,0,0,0
38,1,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,249,1,0,0,0
92,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,2450,63,1,0,1
79,3,5,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,7750,55,1,0,1
19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,6382,1,1,0,0
54,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,5618,26,1,0,1
19,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5043,1,1,0,0
34,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,8203,14,0,0,0
60,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,4024,21,3,1,0
43,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,76,22,2,1,0
46,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,1,6480,17,2,0,0
25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5016,1,1,0,0
33,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,3942,14,0,0,0
33,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,4975,1,1,0,0
52,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6280,19,1,0,0
77,2,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1194,41,1,0,0
24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5362,1,1,0,0
