length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,length_words_raw,char_repeat,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,ratio_nullHyperlinks,nb_extCSS,ratio_extRedirection,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,onmouseover,right_clic,empty_title,status
51,24,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,4,4,3,4,16,16,14,9.25,9.5,9.0,0,0,0,0,0,0,0,0,0.346153846,0.0,0.0,0,24.24242424,0,0,0,0
83,16,0,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.144578313,0.0,0,0,0,0,0,3,0,0,10,3,3,1,19,8,19,6.2,5.5,6.375,0,0,0,0,0,0,0,1,0.083333333,100.0,0.0,1,91.66666667,0,0,0,0
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.125984252,0.0,0,0,0,1,0,3,1,0,13,4,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,100.0,0,0,0,1
29,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0.25,100.0,0.0,0,16.66666667,0,0,0,0
26,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,2,4,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0,100.0,0,0,0,0
44,26,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,3,1,22,4,22,22,4,10.0,22.0,4.0,0,0,0,0,0,0,0,0,0.148148148,100.0,0.0,0,47.82608696,0,0,0,1
61,22,0,1,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,0.098360656,0.0,0,0,0,0,0,1,1,0,8,1,8,2,10,10,7,5.375,9.0,4.166666667,2,0,0,0,0,0,0,1,0.0,0.0,0.0,0,60.0,0,0,0,1
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0
43,17,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,6,0,2,3,8,6,8,4.5,3.666666667,5.333333333,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
45,13,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,5,0,2,4,10,6,10,6.0,4.0,7.333333333,0,0,0,0,0,0,0,0,2.0,0.0,100.0,0,0.0,0,0,0,0
43,12,0,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,1,0,5,1,9,2,9,9,8,5.6,9.0,4.75,3,0,0,0,0,0,0,1,0.0,0.0,0.0,0,100.0,0,0,0,1
133,25,0,2,2,0,1,1,0,2,3,0,1,7,0,3,0,0,0,0,0,1,0,0,0,0.067669173,0.0,0,0,1,0,0,2,1,1,17,0,2,1,33,10,33,6.058823529,6.333333333,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
43,15,0,2,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,2,0,0,6,3,3,1,8,7,8,4.5,5.0,4.25,0,0,0,0,0,0,0,0,0.384615385,94.11764706,5.8823529410000015,0,90.65420561,0,0,0,0
83,20,0,2,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,9,5,3,3,12,12,10,6.888888889,7.5,6.714285714,0,0,0,0,0,0,0,0,0.0,74.69879518,25.30120482,0,95.34883721,0,0,0,0
58,14,1,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.137931034,0.0,0,0,0,0,0,2,0,0,7,6,3,2,10,6,10,5.714285714,4.5,6.2,0,0,0,0,0,0,0,1,0.0,100.0,0.0,0,90.47619048,0,0,0,0
27,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,3,0,3,0,5,5,0,4.0,4.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
53,21,0,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.018867925,0.0,0,0,0,0,0,2,1,0,6,1,17,2,17,17,8,6.166666667,17.0,4.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
71,14,1,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.183098592,0.0,0,0,0,0,0,2,0,0,4,3,7,3,32,7,32,13.5,7.0,15.66666667,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
50,21,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.08,0.0,0,0,0,0,0,2,0,0,5,0,4,5,12,12,8,7.0,8.0,6.333333333,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,0.0,0,0,0,1
40,19,0,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,4,4,3,5,11,11,7,6.5,7.0,6.0,0,0,0,0,0,0,0,0,0.642857143,78.57142857,21.42857143,0,30.0,0,0,0,0
52,26,0,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,6,0,5,3,10,9,10,6.0,6.666666667,5.333333333,0,0,0,0,0,0,0,0,0.583333333,100.0,0.0,0,30.76923077,0,0,0,0
81,15,1,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.283950617,0.0,0,0,0,0,0,3,0,0,5,6,3,9,32,4,32,12.4,3.5,18.33333333,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
87,17,0,3,0,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.091954023,0.0,0,0,0,0,0,3,0,0,8,2,3,2,40,9,40,8.5,6.0,9.333333333,0,0,0,0,0,0,0,1,0.5,100.0,0.0,0,0.0,0,0,0,1
60,17,0,3,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,3,0,0,7,4,3,1,14,9,14,6.142857143,6.0,6.2,0,0,0,0,0,0,0,0,0.15,100.0,0.0,0,66.66666667,0,0,0,0
43,24,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.093023256,0.125,0,0,0,0,0,3,0,0,4,0,9,4,11,11,6,7.5,10.0,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,1,2,1,8,0,9,9,0,8.5,8.5,0.0,0,1,0,0,0,0,0,3,0.047619048,0.0,100.0,0,0.0,0,0,0,1
27,20,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,0
49,25,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,3,2,21,5,21,21,8,11.33333333,21.0,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
57,35,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.01754386,0.028571429,0,0,0,0,0,2,0,0,3,1,13,14,17,17,14,14.66666667,15.0,14.0,0,0,0,0,0,0,0,0,0.24137931,100.0,0.0,0,51.61290323,0,0,0,0
82,22,0,4,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,2,0,1,0,0,1,0.085365854,0.0,0,0,1,0,0,3,0,1,9,2,7,3,14,10,14,7.0,8.5,6.571428571,0,0,0,0,0,0,0,1,0.0,100.0,0.0,0,100.0,0,0,0,1
127,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.181102362,0.0,0,0,0,1,0,3,1,0,13,2,3,2,17,13,17,7.769230769,8.4,7.375,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,100.0,0,0,0,1
23,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,56.25,0,0,0,0
50,20,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,6,3,3,1,12,12,8,5.5,7.5,4.5,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,70.0,0,0,0,0
31,22,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,0,1,0.066666667,100.0,0.0,0,60.0,0,0,0,0
71,37,0,5,2,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0.0845070419999999,0.162162162,0,0,1,0,0,3,0,1,9,1,1,3,17,7,17,5.666666667,4.666666667,7.666666667,0,0,0,0,0,0,0,1,0.294117647,20.0,80.0,0,25.0,0,0,0,1
26,15,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,1,2,0,11,2,11,11,2,6.5,11.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
25,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,0,2,0,11,11,0,6.5,6.5,0.0,0,0,0,0,1,0,0,0,0.4,100.0,0.0,0,0.0,0,0,0,1
70,17,0,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,7,3,3,3,14,9,14,7.571428571,6.0,8.2,0,0,0,0,0,0,0,2,0.3125,0.0,100.0,0,20.0,0,0,0,0
61,16,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,7,5,3,4,10,8,10,6.142857143,5.5,6.4,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0,100.0,0,0,0,0
46,13,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.065217391,0.0,0,0,0,0,0,2,0,0,4,0,10,4,13,10,13,8.25,10.0,7.666666667,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
89,20,0,3,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,9,1,14,3,14,14,12,7.555555556,14.0,6.75,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
30,21,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,4,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,0,1,0.3,100.0,0.0,0,57.14285714,0,0,0,0
41,33,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.073170732,0.090909091,0,0,0,0,0,2,1,0,3,4,4,0,16,16,0,9.0,9.0,0.0,0,0,0,0,0,0,0,1,0.285714286,100.0,0.0,0,0.0,0,0,0,1
32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,4,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,0,2,0.096153846,0.0,100.0,0,0.0,0,0,0,0
50,23,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.02,0.0,0,0,0,0,0,3,0,0,5,5,3,1,15,15,13,7.0,9.0,5.666666667,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
52,16,0,2,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0.192307692,0.0,0,0,0,0,0,2,0,0,5,0,4,3,13,8,13,7.6,6.0,8.666666667000001,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
35,13,0,4,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0.4,0.7692307690000001,0,1,1,1,1,3,0,0,11,0,2,2,5,3,5,2.909090909,2.5,3.142857143,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
77,23,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.285714286,0.0,0,0,0,0,0,1,0,0,4,1,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0,100.0,0,0,0,1
64,26,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,5,4,3,6,18,18,11,9.6,10.5,9.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,0,0,0.011627907,26.78571429,73.21428571,0,33.33333333,0,0,0,0
256,15,1,2,4,0,1,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0.65234375,0.0,0,0,0,0,0,2,1,0,13,85,11,1,114,11,114,17.84615385,11.0,18.41666667,2,0,0,0,0,0,0,3,0.0,0.0,100.0,0,100.0,0,0,0,1
234,25,1,4,0,0,1,2,0,3,1,0,0,6,0,1,0,2,0,0,1,1,0,0,1,0.363247863,0.0,0,0,1,0,0,3,0,0,15,4,3,3,64,17,64,13.93333333,10.0,14.53846154,4,0,0,0,0,0,0,0,0.0,100.0,0.0,0,100.0,0,0,0,1
67,22,0,3,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,1,7,3,3,3,14,14,10,7.142857143,8.5,6.6,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,95.45454545,0,0,0,0
29,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,2,1,7,0,7,7,0,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
24,5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.125,0.0,0,0,0,0,0,1,0,0,2,0,2,11,11,2,11,6.5,2.0,11.0,0,0,0,0,0,0,0,1,0.102564103,50.0,50.0,0,5.0,0,0,0,1
27,18,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.037037037,0.055555556,0,0,0,0,0,2,1,0,3,0,3,0,6,6,0,4.0,4.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,0,0,1
28,12,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.035714286,0.083333333,0,0,0,0,0,3,0,0,4,0,2,3,6,6,4,3.75,4.0,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
64,19,0,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,8,4,3,2,11,11,7,5.625,7.0,5.166666667,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,80.0,0,0,0,0
49,19,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,5,0,12,4,12,12,7,6.2,12.0,4.75,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
77,23,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.25974026,0.0,0,0,0,0,0,1,0,0,4,2,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0,100.0,0,0,0,1
117,42,1,4,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,1,0.188034188,0.0,0,0,0,1,0,3,0,0,11,1,3,2,17,13,17,8.363636364,8.75,8.142857142999999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,100.0,0,0,0,1
65,18,0,2,3,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,8,3,3,4,10,10,7,5.75,6.5,5.5,0,0,0,0,0,0,0,3,0.152542373,93.75,6.25,0,35.9375,0,0,0,0
25,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,8,8,0,5.5,5.5,0.0,0,0,0,0,0,0,0,0,0.0,66.66666667,33.33333333,0,50.0,0,0,0,0
101,11,1,1,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.227722772,0.0,0,0,0,0,0,1,0,0,3,2,7,4,75,7,75,28.66666667,7.0,39.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,1
45,11,0,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,6,1,6,2,7,6,7,4.666666667,6.0,4.4,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,0.0,0,0,0,0
20,12,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,4,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,0,3,0.05,96.55172414,3.448275862,0,37.5,0,0,0,0
35,19,0,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,5,4,3,2,6,6,5,4.0,4.333333333,3.5,0,0,0,0,0,0,0,1,0.3,85.71428571,14.28571429,0,25.0,0,0,0,0
25,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,0,6,0,6,6,0,6.0,6.0,0.0,0,1,0,0,0,0,0,13,0.053435115,0.0,100.0,0,26.82926829,0,0,0,0
54,26,0,3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,1,0.018518519,0.0,0,0,1,1,0,3,0,0,5,1,8,3,13,13,8,7.8,10.5,6.0,0,0,0,0,0,0,0,0,0.307692308,100.0,0.0,0,47.05882353,0,0,0,0
46,18,0,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.02173913,0.055555556,0,0,0,0,0,3,0,0,5,4,3,3,10,10,9,6.0,6.5,5.666666667,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,100.0,0,0,0,0
51,18,0,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,6,0,6,3,8,7,8,5.666666667,6.5,5.25,0,0,0,0,0,0,0,1,0.614173228,100.0,0.0,0,36.26943005,0,0,0,0
41,17,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,5,0,13,2,13,13,4,5.0,13.0,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,100.0,0,0,0,1
26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,0,10,0.111111111,0.0,100.0,0,16.66666667,0,0,0,0
49,26,0,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,4,0,9,6,10,10,7,8.0,9.5,6.5,0,0,0,0,0,0,0,1,0.461538462,100.0,0.0,0,56.25,0,0,0,0
48,19,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,5,3,3,4,11,11,7,6.2,7.0,5.666666667,0,0,0,0,0,0,0,6,0.0,20.0,80.0,0,28.57142857,0,0,0,1
23,7,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.043478261,0.0,0,0,0,0,0,1,0,0,2,1,4,7,7,4,7,5.5,4.0,7.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,20.0,0,0,0,1
29,22,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,2,1,4,0,13,13,0,8.5,8.5,0.0,0,0,0,0,0,0,0,1,0.285714286,100.0,0.0,0,0.0,0,0,0,1
33,22,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,3,3,3,2,14,14,2,6.333333333,8.5,2.0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0,25.0,0,0,0,1
49,40,0,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.06122449,0.075,0,0,0,0,0,3,0,1,6,3,1,0,9,9,0,5.166666667,5.166666667,0.0,1,0,0,0,0,0,0,1,0.277777778,16.66666667,83.33333333,0,25.0,0,0,0,1
35,21,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,2,3,17,6,17,17,6,11.5,17.0,6.0,0,0,0,0,0,0,0,1,0.083333333,88.88888889,11.11111111,0,0.0,0,0,0,0
38,29,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,3,1,5,0,13,13,0,7.666666667,7.666666667,0.0,0,1,0,0,0,0,0,0,0.846153846,100.0,0.0,0,60.0,0,0,0,0
35,18,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.028571429,0.055555556,0,0,0,0,0,3,0,0,4,3,3,3,11,11,5,5.5,7.0,4.0,1,0,0,0,0,0,0,1,0.0,100.0,0.0,0,75.0,0,0,0,0
44,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.204545455,0.32,0,0,0,0,0,3,0,0,4,0,10,4,11,11,6,7.75,10.5,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
40,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,4,4,3,4,10,10,9,6.5,6.5,6.5,0,0,0,0,0,0,0,1,0.0,100.0,0.0,0,72.72727273,0,0,0,0
39,27,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,3,3,3,3,19,19,3,8.333333332999999,11.0,3.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0,0,0,1
133,95,0,10,2,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.037593985,0.052631579,0,0,0,0,0,3,0,0,14,4,2,2,27,27,8,7.714285714,9.222222222,5.0,1,0,0,0,0,0,0,2,0.0,0.0,100.0,0,100.0,0,0,0,1
96,19,0,3,11,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0625,0.0,0,0,0,0,0,3,0,0,15,7,3,1,11,11,8,4.666666667,7.0,4.307692308,0,0,0,0,0,0,0,0,0.315789474,80.0,20.0,0,60.0,0,0,0,0
77,23,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.298701299,0.0,0,0,0,0,0,1,0,0,4,4,19,2,32,19,32,15.75,19.0,14.66666667,0,0,0,0,0,0,0,0,0.0,80.0,20.0,0,100.0,0,0,0,1
43,21,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.046511628,0.095238095,0,0,0,0,0,2,0,0,4,1,6,3,10,10,10,7.25,8.0,6.5,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1
77,14,0,2,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0.0779220779999999,0.0,0,0,0,0,0,2,0,0,11,4,3,2,9,7,9,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0.125,66.66666667,33.33333333,0,18.18181818,0,0,0,0
82,14,0,1,6,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0.036585366,0.0,0,0,0,0,0,1,0,0,11,1,10,1,11,10,11,5.454545455,10.0,5.0,0,0,0,0,0,0,0,0,0.583333333,100.0,0.0,0,26.66666667,0,0,0,0
114,26,1,3,2,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,0,0,0,1,0.254385965,0.0,0,0,0,0,0,3,1,0,12,4,3,2,32,10,32,7.75,7.0,8.0,2,0,0,0,0,0,0,1,0.0,0.0,0.0,0,60.0,0,0,0,1
84,13,1,3,4,0,0,0,0,0,2,0,3,5,0,1,0,0,0,1,1,0,0,0,1,0.333333333,0.0,0,0,0,0,0,3,0,0,15,6,3,1,9,5,9,3.933333333,4.0,3.923076923,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,1,0
